ranking_id,player,gender,rating,n_events,season_id,is_finals,elim_idx_in_season
41,Adam Larson,M,0.1189457675574707,16,s05_battle_of_the_seasons,False,41
41,Chadwick Pelletier,M,-1.1563772681907298,10,s05_battle_of_the_seasons,False,41
41,Dan Setzler,M,-0.09227107474571618,32,s05_battle_of_the_seasons,False,41
41,Danny Roberts,M,0.6337745689721647,27,s05_battle_of_the_seasons,False,41
41,Jon Brennan,M,-0.4290698437735642,8,s05_battle_of_the_seasons,False,41
41,Mike Mizanin,M,0.6809383490347503,32,s05_battle_of_the_seasons,False,41
41,Norman Korpi,M,0.3744143083028464,25,s05_battle_of_the_seasons,False,41
41,Stephen Williams,M,0.3897260192105171,19,s05_battle_of_the_seasons,False,41
41,Theo von Kurnatowski,M,-0.22621140831378114,43,s05_battle_of_the_seasons,False,41
41,Timmy Beggy,M,-0.4128151856114551,18,s05_battle_of_the_seasons,False,41
41,Yes Duffy,M,0.11894576755749736,16,s05_battle_of_the_seasons,False,41
41,Becky Blasband,F,0.425382332641078,28,s05_battle_of_the_seasons,False,41
41,Beth Stolarczyk,F,-0.42125382425906893,9,s05_battle_of_the_seasons,False,41
41,Coral Smith,F,0.6749902982789393,39,s05_battle_of_the_seasons,False,41
41,Elka Walker,F,0.6409763707403312,22,s05_battle_of_the_seasons,False,41
41,Emily Bailey,F,-0.3970289768196857,20,s05_battle_of_the_seasons,False,41
41,Flora Alekseyeva,F,-0.4905748703550869,15,s05_battle_of_the_seasons,False,41
41,Holly Brentson,F,-0.21761605301633646,52,s05_battle_of_the_seasons,False,41
41,Holly Shand,F,-1.078655400819486,17,s05_battle_of_the_seasons,False,41
41,Jisela Delgado,F,0.158582820027777,17,s05_battle_of_the_seasons,False,41
41,Kelley Limp,F,0.6335786360654019,31,s05_battle_of_the_seasons,False,41
41,Lindsay Brien,F,0.05719732627722189,23,s05_battle_of_the_seasons,False,41
41,Tara McDaniel,F,-0.14416147878940488,38,s05_battle_of_the_seasons,False,41
41,Veronica Portillo,F,0.15858282002831897,17,s05_battle_of_the_seasons,False,41
56,Adam Larson,M,-0.35553335305434525,16,s06_battle_of_the_sexes,False,15
56,Antoine de Bouverie,M,0.7007836976618953,47,s06_battle_of_the_sexes,False,15
56,Blair Herter,M,0.8454930635765634,64,s06_battle_of_the_sexes,False,15
56,Chadwick Pelletier,M,-1.630856388802575,10,s06_battle_of_the_sexes,False,15
56,Colin Mortensen,M,0.4177135742479085,50,s06_battle_of_the_sexes,False,15
56,Dan Renzi,M,0.2863894742117073,43,s06_battle_of_the_sexes,False,15
56,Dan Setzler,M,-0.5667501953574611,32,s06_battle_of_the_sexes,False,15
56,Danny Roberts,M,0.15929544836045412,27,s06_battle_of_the_sexes,False,15
56,David Broom,M,-0.3883545051056801,9,s06_battle_of_the_sexes,False,15
56,David Edwards,M,-0.35553335305238687,23,s06_battle_of_the_sexes,False,15
56,Eric Jones,M,-0.3555333530523881,23,s06_battle_of_the_sexes,False,15
56,Eric Nies,M,0.1849676610131717,34,s06_battle_of_the_sexes,False,15
56,Jake Bronstein,M,0.4066312088186703,37,s06_battle_of_the_sexes,False,15
56,James Orlando,M,0.6958123793783619,52,s06_battle_of_the_sexes,False,15
56,Jamie Murray,M,0.6329596421371463,64,s06_battle_of_the_sexes,False,15
56,Jon Brennan,M,-0.9035489643853737,8,s06_battle_of_the_sexes,False,15
56,Laterrian Wallace,M,-0.3555333530523869,23,s06_battle_of_the_sexes,False,15
56,Mark Long,M,0.6946765421403854,38,s06_battle_of_the_sexes,False,15
56,Mike Mizanin,M,0.20645922842299358,32,s06_battle_of_the_sexes,False,15
56,Norman Korpi,M,-0.10006481230894065,25,s06_battle_of_the_sexes,False,15
56,Puck Rainey,M,0.634866034437879,52,s06_battle_of_the_sexes,False,15
